A_Drug_ID,A_Drug_Name,B_Drug_ID,B_Drug_Name,Mechanism_Category
D1643,Trimethaphan,D1368,Quetiapine,Pharmacodynamic additive effects
D1643,Trimethaphan,D1148,Nitrous acid,Pharmacodynamic additive effects
D1643,Trimethaphan,D1345,Procarbazine,Pharmacodynamic additive effects
D1643,Trimethaphan,D0853,Isocarboxazid,Pharmacodynamic additive effects
D1643,Trimethaphan,D1385,Rasagiline,Pharmacodynamic additive effects
D1643,Trimethaphan,D1437,Safinamide,Pharmacodynamic additive effects
D1643,Trimethaphan,D1211,Ozanimod,Pharmacodynamic additive effects
D0983,Mecamylamine,D0202,Brexpiprazole,Pharmacodynamic additive effects
D0983,Mecamylamine,D0959,Lumateperone,Pharmacodynamic additive effects
D0983,Mecamylamine,D0791,Iloperidone,Pharmacodynamic additive effects
D0983,Mecamylamine,D1215,Paliperidone,Pharmacodynamic additive effects
D0983,Mecamylamine,D0067,Amisulpride,Pharmacodynamic additive effects
D0983,Mecamylamine,D1257,Perphenazine,Pharmacodynamic additive effects
D0983,Mecamylamine,D1413,Risperidone,Pharmacodynamic additive effects
D0983,Mecamylamine,D1574,Thioridazine,Pharmacodynamic additive effects
D0983,Mecamylamine,D1576,Thiothixene,Pharmacodynamic additive effects
D0983,Mecamylamine,D1084,Molindone,Pharmacodynamic additive effects
D0983,Mecamylamine,D1026,Methotrimeprazine,Pharmacodynamic additive effects
D0983,Mecamylamine,D0262,Cariprazine,Pharmacodynamic additive effects
D0983,Mecamylamine,D0037,Alimemazine,Pharmacodynamic additive effects
D0983,Mecamylamine,D1019,Methdilazine,Pharmacodynamic additive effects
D0983,Mecamylamine,D1355,Propiomazine,Pharmacodynamic additive effects
D0983,Mecamylamine,D1352,Promethazine,Pharmacodynamic additive effects
D0983,Mecamylamine,D0112,Asenapine,Pharmacodynamic additive effects
D0983,Mecamylamine,D0961,Lurasidone,Pharmacodynamic additive effects
D0983,Mecamylamine,D1637,Trifluoperazine,Pharmacodynamic additive effects
D0983,Mecamylamine,D0105,Aripiprazole,Pharmacodynamic additive effects
D0983,Mecamylamine,D1010,Mesoridazine,Pharmacodynamic additive effects
D0983,Mecamylamine,D1368,Quetiapine,Pharmacodynamic additive effects
D0983,Mecamylamine,D1148,Nitrous acid,Pharmacodynamic additive effects
D0983,Mecamylamine,D1345,Procarbazine,Pharmacodynamic additive effects
D0983,Mecamylamine,D1620,Tranylcypromine,Pharmacodynamic additive effects
D0983,Mecamylamine,D1263,Phenelzine,Pharmacodynamic additive effects
D0983,Mecamylamine,D1455,Selegiline,Pharmacodynamic additive effects
D0983,Mecamylamine,D0853,Isocarboxazid,Pharmacodynamic additive effects
D0983,Mecamylamine,D1385,Rasagiline,Pharmacodynamic additive effects
D0983,Mecamylamine,D1437,Safinamide,Pharmacodynamic additive effects
D0983,Mecamylamine,D1211,Ozanimod,Pharmacodynamic additive effects
D0744,Guanethidine,D0202,Brexpiprazole,Pharmacodynamic additive effects
D0744,Guanethidine,D0959,Lumateperone,Pharmacodynamic additive effects
D0744,Guanethidine,D0791,Iloperidone,Pharmacodynamic additive effects
D0744,Guanethidine,D1215,Paliperidone,Pharmacodynamic additive effects
D0744,Guanethidine,D0067,Amisulpride,Pharmacodynamic additive effects
D0744,Guanethidine,D1084,Molindone,Pharmacodynamic additive effects
D0744,Guanethidine,D0262,Cariprazine,Pharmacodynamic additive effects
D0744,Guanethidine,D0112,Asenapine,Pharmacodynamic additive effects
D0744,Guanethidine,D0961,Lurasidone,Pharmacodynamic additive effects
D1461,Sertraline,D0942,Lofexidine,Pharmacodynamic additive effects
D0676,Fluoxetine,D0942,Lofexidine,Pharmacodynamic additive effects
D0744,Guanethidine,D0105,Aripiprazole,Pharmacodynamic additive effects
D0744,Guanethidine,D1368,Quetiapine,Pharmacodynamic additive effects
D0744,Guanethidine,D1148,Nitrous acid,Pharmacodynamic additive effects
D0743,Guanadrel,D0202,Brexpiprazole,Pharmacodynamic additive effects
D0743,Guanadrel,D0959,Lumateperone,Pharmacodynamic additive effects
D0743,Guanadrel,D0791,Iloperidone,Pharmacodynamic additive effects
D0743,Guanadrel,D1215,Paliperidone,Pharmacodynamic additive effects
D0743,Guanadrel,D1726,Ziprasidone,Pharmacodynamic additive effects
D0743,Guanadrel,D0067,Amisulpride,Pharmacodynamic additive effects
D0743,Guanadrel,D0957,Loxapine,Pharmacodynamic additive effects
D0743,Guanadrel,D1413,Risperidone,Pharmacodynamic additive effects
D0743,Guanadrel,D1084,Molindone,Pharmacodynamic additive effects
D0743,Guanadrel,D0262,Cariprazine,Pharmacodynamic additive effects
D0743,Guanadrel,D0370,Clozapine,Pharmacodynamic additive effects
D0743,Guanadrel,D0112,Asenapine,Pharmacodynamic additive effects
D0743,Guanadrel,D0961,Lurasidone,Pharmacodynamic additive effects
D0119,Atomoxetine,D0942,Lofexidine,Pharmacodynamic additive effects
D1689,Venlafaxine,D0942,Lofexidine,Pharmacodynamic additive effects
D0795,Imipramine,D0048,Altretamine,Pharmacodynamic additive effects
D1361,Protriptyline,D0048,Altretamine,Pharmacodynamic additive effects
D0068,Amitriptyline,D0048,Altretamine,Pharmacodynamic additive effects
D0743,Guanadrel,D0105,Aripiprazole,Pharmacodynamic additive effects
D0743,Guanadrel,D1166,Olanzapine,Pharmacodynamic additive effects
D0743,Guanadrel,D1368,Quetiapine,Pharmacodynamic additive effects
D0743,Guanadrel,D1148,Nitrous acid,Pharmacodynamic additive effects
D1203,Oxycodone,D0217,Bumetanide,Pharmacodynamic additive effects
D0219,Buprenorphine,D0942,Lofexidine,Pharmacodynamic additive effects
D0035,Alfentanil,D1080,Mivacurium,Pharmacodynamic additive effects
D0035,Alfentanil,D1295,Pipecuronium,Pharmacodynamic additive effects
D0035,Alfentanil,D1659,Tubocurarine,Pharmacodynamic additive effects
D0035,Alfentanil,D1684,Vecuronium,Pharmacodynamic additive effects
D0035,Alfentanil,D0122,Atracurium,Pharmacodynamic additive effects
D0035,Alfentanil,D1219,Pancuronium,Pharmacodynamic additive effects
D0035,Alfentanil,D1384,Rapacuronium,Pharmacodynamic additive effects
D0646,Fentanyl,D0522,Doxacurium,Pharmacodynamic additive effects
D0646,Fentanyl,D1080,Mivacurium,Pharmacodynamic additive effects
D0646,Fentanyl,D1295,Pipecuronium,Pharmacodynamic additive effects
D0646,Fentanyl,D1659,Tubocurarine,Pharmacodynamic additive effects
D0646,Fentanyl,D0122,Atracurium,Pharmacodynamic additive effects
D0646,Fentanyl,D1219,Pancuronium,Pharmacodynamic additive effects
D0646,Fentanyl,D1384,Rapacuronium,Pharmacodynamic additive effects
D0030,Aldesleukin,D0933,Linezolid,Pharmacodynamic additive effects
D0030,Aldesleukin,D1345,Procarbazine,Pharmacodynamic additive effects
D0030,Aldesleukin,D1620,Tranylcypromine,Pharmacodynamic additive effects
D0030,Aldesleukin,D1263,Phenelzine,Pharmacodynamic additive effects
D0030,Aldesleukin,D1455,Selegiline,Pharmacodynamic additive effects
D0030,Aldesleukin,D0853,Isocarboxazid,Pharmacodynamic additive effects
D0030,Aldesleukin,D1385,Rasagiline,Pharmacodynamic additive effects
D0030,Aldesleukin,D1437,Safinamide,Pharmacodynamic additive effects
D0030,Aldesleukin,D1211,Ozanimod,Pharmacodynamic additive effects
D1067,Milrinone,D0933,Linezolid,Pharmacodynamic additive effects
D1067,Milrinone,D1345,Procarbazine,Pharmacodynamic additive effects
D1067,Milrinone,D1620,Tranylcypromine,Pharmacodynamic additive effects
D1067,Milrinone,D1263,Phenelzine,Pharmacodynamic additive effects
D1067,Milrinone,D1455,Selegiline,Pharmacodynamic additive effects
D1067,Milrinone,D0853,Isocarboxazid,Pharmacodynamic additive effects
D1067,Milrinone,D1385,Rasagiline,Pharmacodynamic additive effects
D1067,Milrinone,D1437,Safinamide,Pharmacodynamic additive effects
D1067,Milrinone,D1211,Ozanimod,Pharmacodynamic additive effects
D0082,Amrinone,D1437,Safinamide,Pharmacodynamic additive effects
D0082,Amrinone,D1211,Ozanimod,Pharmacodynamic additive effects
D1223,Papaverine,D0202,Brexpiprazole,Pharmacodynamic additive effects
D1223,Papaverine,D0959,Lumateperone,Pharmacodynamic additive effects
D1223,Papaverine,D1215,Paliperidone,Pharmacodynamic additive effects
D1223,Papaverine,D1084,Molindone,Pharmacodynamic additive effects
D1223,Papaverine,D1026,Methotrimeprazine,Pharmacodynamic additive effects
D1223,Papaverine,D0262,Cariprazine,Pharmacodynamic additive effects
D1223,Papaverine,D0961,Lurasidone,Pharmacodynamic additive effects
D1223,Papaverine,D0105,Aripiprazole,Pharmacodynamic additive effects
D1223,Papaverine,D1148,Nitrous acid,Pharmacodynamic additive effects
D1223,Papaverine,D1345,Procarbazine,Pharmacodynamic additive effects
D1223,Papaverine,D0853,Isocarboxazid,Pharmacodynamic additive effects
D1223,Papaverine,D1385,Rasagiline,Pharmacodynamic additive effects
D1223,Papaverine,D1437,Safinamide,Pharmacodynamic additive effects
D1682,Vardenafil,D0942,Lofexidine,Pharmacodynamic additive effects
D1465,Sildenafil,D1148,Nitrous acid,Pharmacodynamic additive effects
D1682,Vardenafil,D1148,Nitrous acid,Pharmacodynamic additive effects
D1527,Tadalafil,D1148,Nitrous acid,Pharmacodynamic additive effects
D0128,Avanafil,D1148,Nitrous acid,Pharmacodynamic additive effects
D1465,Sildenafil,D0933,Linezolid,Pharmacodynamic additive effects
D1465,Sildenafil,D1345,Procarbazine,Pharmacodynamic additive effects
D1465,Sildenafil,D1620,Tranylcypromine,Pharmacodynamic additive effects
D1465,Sildenafil,D1263,Phenelzine,Pharmacodynamic additive effects
D1465,Sildenafil,D1455,Selegiline,Pharmacodynamic additive effects
D1465,Sildenafil,D0853,Isocarboxazid,Pharmacodynamic additive effects
D1682,Vardenafil,D1345,Procarbazine,Pharmacodynamic additive effects
D1682,Vardenafil,D1455,Selegiline,Pharmacodynamic additive effects
D1682,Vardenafil,D0853,Isocarboxazid,Pharmacodynamic additive effects
D1527,Tadalafil,D1345,Procarbazine,Pharmacodynamic additive effects
D1527,Tadalafil,D1455,Selegiline,Pharmacodynamic additive effects
D1527,Tadalafil,D0853,Isocarboxazid,Pharmacodynamic additive effects
D1465,Sildenafil,D1385,Rasagiline,Pharmacodynamic additive effects
D1465,Sildenafil,D1437,Safinamide,Pharmacodynamic additive effects
D1465,Sildenafil,D1211,Ozanimod,Pharmacodynamic additive effects
D1682,Vardenafil,D1385,Rasagiline,Pharmacodynamic additive effects
D1682,Vardenafil,D1437,Safinamide,Pharmacodynamic additive effects
D1527,Tadalafil,D1385,Rasagiline,Pharmacodynamic additive effects
D1527,Tadalafil,D1437,Safinamide,Pharmacodynamic additive effects
D1527,Tadalafil,D1211,Ozanimod,Pharmacodynamic additive effects
D0128,Avanafil,D1437,Safinamide,Pharmacodynamic additive effects
D0128,Avanafil,D1211,Ozanimod,Pharmacodynamic additive effects
D1465,Sildenafil,D0617,Ethanol,Pharmacodynamic additive effects
D1682,Vardenafil,D0617,Ethanol,Pharmacodynamic additive effects
D1527,Tadalafil,D0617,Ethanol,Pharmacodynamic additive effects
D0474,Diazoxide,D0202,Brexpiprazole,Pharmacodynamic additive effects
D1072,Minoxidil,D0202,Brexpiprazole,Pharmacodynamic additive effects
D1072,Minoxidil,D0678,Fluphenazine,Pharmacodynamic additive effects
D0474,Diazoxide,D0959,Lumateperone,Pharmacodynamic additive effects
D1072,Minoxidil,D0959,Lumateperone,Pharmacodynamic additive effects
D0474,Diazoxide,D0791,Iloperidone,Pharmacodynamic additive effects
D1072,Minoxidil,D0791,Iloperidone,Pharmacodynamic additive effects
D1072,Minoxidil,D1638,Triflupromazine,Pharmacodynamic additive effects
D0474,Diazoxide,D1215,Paliperidone,Pharmacodynamic additive effects
D1072,Minoxidil,D1215,Paliperidone,Pharmacodynamic additive effects
D0474,Diazoxide,D0067,Amisulpride,Pharmacodynamic additive effects
D0474,Diazoxide,D1576,Thiothixene,Pharmacodynamic additive effects
D1072,Minoxidil,D0067,Amisulpride,Pharmacodynamic additive effects
D1072,Minoxidil,D0957,Loxapine,Pharmacodynamic additive effects
D1072,Minoxidil,D1257,Perphenazine,Pharmacodynamic additive effects
D1072,Minoxidil,D1574,Thioridazine,Pharmacodynamic additive effects
D1072,Minoxidil,D1576,Thiothixene,Pharmacodynamic additive effects
D1072,Minoxidil,D1346,Prochlorperazine,Pharmacodynamic additive effects
D1072,Minoxidil,D1413,Risperidone,Pharmacodynamic additive effects
D1072,Minoxidil,D0324,Chlorpromazine,Pharmacodynamic additive effects
D1072,Minoxidil,D1572,Thiethylperazine,Pharmacodynamic additive effects
D1072,Minoxidil,D0750,Haloperidol,Pharmacodynamic additive effects
D0474,Diazoxide,D1084,Molindone,Pharmacodynamic additive effects
D1072,Minoxidil,D1084,Molindone,Pharmacodynamic additive effects
D0474,Diazoxide,D1026,Methotrimeprazine,Pharmacodynamic additive effects
D1072,Minoxidil,D1026,Methotrimeprazine,Pharmacodynamic additive effects
D0474,Diazoxide,D0262,Cariprazine,Pharmacodynamic additive effects
D1072,Minoxidil,D0262,Cariprazine,Pharmacodynamic additive effects
D1072,Minoxidil,D0370,Clozapine,Pharmacodynamic additive effects
D0474,Diazoxide,D0037,Alimemazine,Pharmacodynamic additive effects
D1072,Minoxidil,D0037,Alimemazine,Pharmacodynamic additive effects
D1072,Minoxidil,D1019,Methdilazine,Pharmacodynamic additive effects
D1072,Minoxidil,D1355,Propiomazine,Pharmacodynamic additive effects
D1072,Minoxidil,D1352,Promethazine,Pharmacodynamic additive effects
D0474,Diazoxide,D0112,Asenapine,Pharmacodynamic additive effects
D1072,Minoxidil,D1351,Promazine,Pharmacodynamic additive effects
D0474,Diazoxide,D0961,Lurasidone,Pharmacodynamic additive effects
D1072,Minoxidil,D0961,Lurasidone,Pharmacodynamic additive effects
D1072,Minoxidil,D1637,Trifluoperazine,Pharmacodynamic additive effects
D0474,Diazoxide,D0105,Aripiprazole,Pharmacodynamic additive effects
D0474,Diazoxide,D1368,Quetiapine,Pharmacodynamic additive effects
D1072,Minoxidil,D0105,Aripiprazole,Pharmacodynamic additive effects
D1072,Minoxidil,D1010,Mesoridazine,Pharmacodynamic additive effects
D1072,Minoxidil,D1368,Quetiapine,Pharmacodynamic additive effects
D0474,Diazoxide,D1148,Nitrous acid,Pharmacodynamic additive effects
D1072,Minoxidil,D1148,Nitrous acid,Pharmacodynamic additive effects
D1072,Minoxidil,D0933,Linezolid,Pharmacodynamic additive effects
D0474,Diazoxide,D1345,Procarbazine,Pharmacodynamic additive effects
D1072,Minoxidil,D1345,Procarbazine,Pharmacodynamic additive effects
D1072,Minoxidil,D1620,Tranylcypromine,Pharmacodynamic additive effects
D1072,Minoxidil,D1263,Phenelzine,Pharmacodynamic additive effects
D1072,Minoxidil,D1455,Selegiline,Pharmacodynamic additive effects
D0474,Diazoxide,D0853,Isocarboxazid,Pharmacodynamic additive effects
D1072,Minoxidil,D0853,Isocarboxazid,Pharmacodynamic additive effects
D0474,Diazoxide,D1385,Rasagiline,Pharmacodynamic additive effects
D0474,Diazoxide,D1437,Safinamide,Pharmacodynamic additive effects
D1072,Minoxidil,D1385,Rasagiline,Pharmacodynamic additive effects
D1072,Minoxidil,D1437,Safinamide,Pharmacodynamic additive effects
D0474,Diazoxide,D1211,Ozanimod,Pharmacodynamic additive effects
D1072,Minoxidil,D1211,Ozanimod,Pharmacodynamic additive effects
D0586,Epoprostenol,D1148,Nitrous acid,Pharmacodynamic additive effects
D1625,Treprostinil,D0933,Linezolid,Pharmacodynamic additive effects
D1625,Treprostinil,D1620,Tranylcypromine,Pharmacodynamic additive effects
D1625,Treprostinil,D1263,Phenelzine,Pharmacodynamic additive effects
D1625,Treprostinil,D1455,Selegiline,Pharmacodynamic additive effects
D0586,Epoprostenol,D0853,Isocarboxazid,Pharmacodynamic additive effects
D1625,Treprostinil,D0853,Isocarboxazid,Pharmacodynamic additive effects
D0586,Epoprostenol,D1385,Rasagiline,Pharmacodynamic additive effects
D0586,Epoprostenol,D1437,Safinamide,Pharmacodynamic additive effects
D1625,Treprostinil,D1385,Rasagiline,Pharmacodynamic additive effects
D1625,Treprostinil,D1437,Safinamide,Pharmacodynamic additive effects
D0586,Epoprostenol,D1211,Ozanimod,Pharmacodynamic additive effects
D1457,Selexipag,D1211,Ozanimod,Pharmacodynamic additive effects
D1625,Treprostinil,D1211,Ozanimod,Pharmacodynamic additive effects
D0792,Iloprost,D1148,Nitrous acid,Pharmacodynamic additive effects
D0792,Iloprost,D1345,Procarbazine,Pharmacodynamic additive effects
D0792,Iloprost,D0853,Isocarboxazid,Pharmacodynamic additive effects
D0792,Iloprost,D1385,Rasagiline,Pharmacodynamic additive effects
D0792,Iloprost,D1437,Safinamide,Pharmacodynamic additive effects
D0792,Iloprost,D1211,Ozanimod,Pharmacodynamic additive effects
D0046,Alprostadil,D1148,Nitrous acid,Pharmacodynamic additive effects
D0217,Bumetanide,D0202,Brexpiprazole,Pharmacodynamic additive effects
D0326,Chlorthalidone,D0202,Brexpiprazole,Pharmacodynamic additive effects
D0613,Etacrynic acid,D0202,Brexpiprazole,Pharmacodynamic additive effects
D0704,Furosemide,D0202,Brexpiprazole,Pharmacodynamic additive effects
D0775,Hydroflumethiazide,D0202,Brexpiprazole,Pharmacodynamic additive effects
D1611,Torasemide,D0202,Brexpiprazole,Pharmacodynamic additive effects
D1633,Trichlormethiazide,D0202,Brexpiprazole,Pharmacodynamic additive effects
D1611,Torasemide,D0678,Fluphenazine,Pharmacodynamic additive effects
D0217,Bumetanide,D0959,Lumateperone,Pharmacodynamic additive effects
D0326,Chlorthalidone,D0959,Lumateperone,Pharmacodynamic additive effects
D0613,Etacrynic acid,D0959,Lumateperone,Pharmacodynamic additive effects
D0704,Furosemide,D0959,Lumateperone,Pharmacodynamic additive effects
D0775,Hydroflumethiazide,D0959,Lumateperone,Pharmacodynamic additive effects
D1611,Torasemide,D0959,Lumateperone,Pharmacodynamic additive effects
D1633,Trichlormethiazide,D0959,Lumateperone,Pharmacodynamic additive effects
D0217,Bumetanide,D1576,Thiothixene,Pharmacodynamic additive effects
D0326,Chlorthalidone,D0957,Loxapine,Pharmacodynamic additive effects
D0326,Chlorthalidone,D1576,Thiothixene,Pharmacodynamic additive effects
D0613,Etacrynic acid,D0067,Amisulpride,Pharmacodynamic additive effects
