A_Drug_ID,A_Drug_Name,B_Drug_ID,B_Drug_Name
D0979,Maprotiline,D0722,Ginkgo biloba
D0979,Maprotiline,D0724,Givosiran
D0979,Maprotiline,D0725,Glasdegib
D0979,Maprotiline,D0732,Glycerol phenylbutyrate
D0979,Maprotiline,D0733,Glycopyrronium
D0979,Maprotiline,D0744,Guanethidine
D0979,Maprotiline,D0749,Halofantrine
D0979,Maprotiline,D0751,Halothane
D0979,Maprotiline,D0758,Histrelin
D0979,Maprotiline,D0771,Hydrochlorothiazide
D0979,Maprotiline,D0772,Hydrocodone
D0979,Maprotiline,D0779,Hydroxychloroquine
D0979,Maprotiline,D0788,Idarubicin
D0979,Maprotiline,D0791,Iloperidone
D0979,Maprotiline,D0797,Indacaterol
D0979,Maprotiline,D0806,Inotuzumab ozogamicin
D0979,Maprotiline,D0829,Iobenguane (I-131)
D0979,Maprotiline,D0833,Iohexol
D0979,Maprotiline,D0834,Iopamidol
D0979,Maprotiline,D0844,Irbesartan
D0979,Maprotiline,D0853,Isocarboxazid
D0979,Maprotiline,D0859,Isoprenaline
D0979,Maprotiline,D0862,Isosorbide mononitrate
D0979,Maprotiline,D0868,Ivabradine
D0979,Maprotiline,D0872,Ivosidenib
D0979,Maprotiline,D0878,Kava
D0979,Maprotiline,D0879,Ketamine
D0979,Maprotiline,D0880,Ketoconazole
D0979,Maprotiline,D0894,Lapatinib
D0979,Maprotiline,D0897,Lasmiditan
D0979,Maprotiline,D0899,Lefamulin
D0979,Maprotiline,D0901,Lemborexant
D0979,Maprotiline,D0903,Lenvatinib
D0979,Maprotiline,D0909,Levacetylmethadol
D0979,Maprotiline,D0911,Levamlodipine
D0979,Maprotiline,D0912,Levetiracetam
D0979,Maprotiline,D0917,Levocetirizine
D0979,Maprotiline,D0919,Levofloxacin
D0979,Maprotiline,D0920,Levomilnacipran
D0979,Maprotiline,D0924,Levosalbutamol
D0979,Maprotiline,D0937,Lisdexamfetamine
D0979,Maprotiline,D0940,Lithium carbonate
D0979,Maprotiline,D0942,Lofexidine
D0979,Maprotiline,D0943,Lomefloxacin
D0979,Maprotiline,D0952,Lorcaserin
D0979,Maprotiline,D0959,Lumateperone
D0979,Maprotiline,D0960,Lumefantrine
D0979,Maprotiline,D0961,Lurasidone
D0979,Maprotiline,D0965,Macimorelin
D0979,Maprotiline,D0998,Memantine
D0979,Maprotiline,D1000,Mepenzolate
D0979,Maprotiline,D1002,Mephentermine
D0979,Maprotiline,D1006,Mepyramine
D0979,Maprotiline,D1026,Methotrimeprazine
D0979,Maprotiline,D1031,Methscopolamine
D0979,Maprotiline,D1032,Methsuximide
D0979,Maprotiline,D1036,Methylene blue
D0979,Maprotiline,D1046,Metoclopramide
D0979,Maprotiline,D1062,Midostaurin
D0979,Maprotiline,D1066,Milnacipran
D0979,Maprotiline,D1074,Mirabegron
D0979,Maprotiline,D1084,Molindone
D0979,Maprotiline,D1098,Nadolol
D0979,Maprotiline,D1114,Nebivolol
D0979,Maprotiline,D1117,Nefazodone
D0979,Maprotiline,D1136,Nilotinib
D0979,Maprotiline,D1165,Ofloxacin
D0979,Maprotiline,D1169,Oliceridine
D0979,Maprotiline,D1171,Olodaterol
D0979,Maprotiline,D1182,Opicapone
D0979,Maprotiline,D1188,Orphenadrine
D0979,Maprotiline,D1189,Osilodrostat
D0979,Maprotiline,D1190,Osimertinib
D0979,Maprotiline,D1200,Oxitriptan
D0979,Maprotiline,D1202,Oxybutynin
D0979,Maprotiline,D1208,Oxymorphone
D0979,Maprotiline,D1211,Ozanimod
D0979,Maprotiline,D1215,Paliperidone
D0979,Maprotiline,D1224,Paraldehyde
D0979,Maprotiline,D1230,Pasireotide
D0979,Maprotiline,D1232,Pazopanib
D0979,Maprotiline,D1244,Penbutolol
D0979,Maprotiline,D1252,Pentoxyverine
D0979,Maprotiline,D1253,Perampanel
D0979,Maprotiline,D1255,Pergolide
D0979,Maprotiline,D1264,Phenindamine
D0979,Maprotiline,D1265,Phenobarbital
D0979,Maprotiline,D1282,Phenyltoloxamine
D0979,Maprotiline,D1285,Physostigmine
D0979,Maprotiline,D1286,Physostigmine (ophthalmic)
D0979,Maprotiline,D1287,Picosulfuric acid
D0979,Maprotiline,D1289,Pilocarpine (ophthalmic)
D0979,Maprotiline,D1290,Pimavanserin
D0979,Maprotiline,D1292,Pimozide
D0979,Maprotiline,D1293,Pindolol
D0979,Maprotiline,D1298,Pirbuterol
D0979,Maprotiline,D1302,Pitolisant
D0979,Maprotiline,D1308,Polyethylene glycol (3350 with electrolytes)
D0979,Maprotiline,D1311,Polythiazide
D0979,Maprotiline,D1315,Posaconazole
D0979,Maprotiline,D1319,Potassium citrate
D0979,Maprotiline,D1339,Primaquine
D0979,Maprotiline,D1342,Probucol
D0979,Maprotiline,D1343,Procainamide
D0979,Maprotiline,D1345,Procarbazine
D0979,Maprotiline,D1352,Promethazine
D0979,Maprotiline,D1353,Propafenone
D0979,Maprotiline,D1367,Quazepam
D0979,Maprotiline,D1368,Quetiapine
D0979,Maprotiline,D1378,Ramelteon
D0979,Maprotiline,D1385,Rasagiline
D0979,Maprotiline,D1396,Revefenacin
D0979,Maprotiline,D1398,Ribociclib
D0979,Maprotiline,D1404,Rilpivirine
D0979,Maprotiline,D1418,Rivastigmine
D0979,Maprotiline,D1423,Rolapitant
D0979,Maprotiline,D1424,Romidepsin
D0979,Maprotiline,D1431,Rotigotine
D0979,Maprotiline,D1432,Rucaparib
D0979,Maprotiline,D1433,Rufinamide
D0979,Maprotiline,D1437,Safinamide
D0979,Maprotiline,D1438,Salbutamol
D0979,Maprotiline,D1440,Salmeterol
D0979,Maprotiline,D1444,Saquinavir
D0979,Maprotiline,D1455,Selegiline
D0979,Maprotiline,D1459,Selpercatinib
D0979,Maprotiline,D1461,Sertraline
D0979,Maprotiline,D1463,Sevoflurane
D0979,Maprotiline,D1464,Sibutramine
D0979,Maprotiline,D1466,Silodosin
D0979,Maprotiline,D1474,Siponimod
D0979,Maprotiline,D1485,Sodium oxybate
D0979,Maprotiline,D1488,Sodium sulfate
D0979,Maprotiline,D1491,Solifenacin
D0979,Maprotiline,D1502,St. John's Wort
D0979,Maprotiline,D1516,Sulfamethoxazole
D0979,Maprotiline,D1522,Sunitinib
D0979,Maprotiline,D1524,Suvorexant
D0979,Maprotiline,D1535,Tapentadol
D0979,Maprotiline,D1536,Tasimelteon
D0979,Maprotiline,D1542,Telavancin
D0979,Maprotiline,D1544,Telithromycin
D0979,Maprotiline,D1545,Telmisartan
D0979,Maprotiline,D1552,Terazosin
D0979,Maprotiline,D1560,Tetrabenazine
D0979,Maprotiline,D1569,Thalidomide
D0979,Maprotiline,D1576,Thiothixene
D0979,Maprotiline,D1590,Tiotropium
D0979,Maprotiline,D1607,Tolterodine
D0979,Maprotiline,D1633,Trichlormethiazide
D0979,Maprotiline,D1634,Triclabendazole
D0979,Maprotiline,D1643,Trimethaphan
D0979,Maprotiline,D1651,Triptorelin
D0979,Maprotiline,D1665,Umeclidinium
D0979,Maprotiline,D1673,Valbenazine
D0979,Maprotiline,D1675,Valerian
D0979,Maprotiline,D1681,Vandetanib
D0979,Maprotiline,D1687,Vemurafenib
D0979,Maprotiline,D1694,Vigabatrin
D0979,Maprotiline,D1696,Vilazodone
D0979,Maprotiline,D1708,Vortioxetine
D0979,Maprotiline,D1713,Yohimbine
D0979,Maprotiline,D1716,Zaleplon
D0979,Maprotiline,D1719,Ziconotide
D0979,Maprotiline,D1785,Flumazenil
D0979,Maprotiline,D1821,Iobenguane (I-123)
D0980,Maraviroc,D0002,Abametapir (topical)
D0980,Maraviroc,D0038,Aliskiren
D0980,Maraviroc,D0044,Alpelisib
D0980,Maraviroc,D0095,Apalutamide
D0980,Maraviroc,D0106,Armodafinil
D0980,Maraviroc,D0113,Asparaginase Erwinia chrysanthemi
D0980,Maraviroc,D0138,Azilsartan medoxomil
D0980,Maraviroc,D0149,Bedaquiline
D0980,Maraviroc,D0171,Berotralstat
D0980,Maraviroc,D0192,Boceprevir
D0980,Maraviroc,D0199,Brentuximab vedotin
D0980,Maraviroc,D0204,Brigatinib
D0980,Maraviroc,D0230,Cabozantinib
D0980,Maraviroc,D0232,Calaspargase pegol
D0980,Maraviroc,D0248,Cannabidiol
D0980,Maraviroc,D0251,Capmatinib
D0980,Maraviroc,D0300,Cenobamate
D0980,Maraviroc,D0302,Ceritinib
D0980,Maraviroc,D0352,Clevidipine
D0980,Maraviroc,D0375,Cobicistat
D0980,Maraviroc,D0393,Crizotinib
D0980,Maraviroc,D0396,Cyclandelate
D0980,Maraviroc,D0408,Daclatasvir
D0980,Maraviroc,D0534,Dronedarone
D0980,Maraviroc,D0545,Echinacea
D0980,Maraviroc,D0555,Elagolix
D0980,Maraviroc,D0559,Eliglustat
D0980,Maraviroc,D0569,Encorafenib
D0980,Maraviroc,D0578,Enzalutamide
D0980,Maraviroc,D0590,Erdafitinib
D0980,Maraviroc,D0601,Eslicarbazepine
D0980,Maraviroc,D0628,Etravirine
D0980,Maraviroc,D0638,Fedratinib
D0980,Maraviroc,D0665,Flibanserin
D0980,Maraviroc,D0693,Fosaprepitant
D0980,Maraviroc,D0696,Fosnetupitant
D0980,Maraviroc,D0699,Fostamatinib
D0980,Maraviroc,D0720,Gilteritinib
D0980,Maraviroc,D0725,Glasdegib
D0980,Maraviroc,D0726,Glecaprevir
D0980,Maraviroc,D0785,Ibrutinib
D0980,Maraviroc,D0789,Idelalisib
D0980,Maraviroc,D0860,Isosorbide
D0980,Maraviroc,D0864,Isoxsuprine
D0980,Maraviroc,D0866,Istradefylline
D0980,Maraviroc,D0869,Ivacaftor
D0980,Maraviroc,D0872,Ivosidenib
D0980,Maraviroc,D0896,Larotrectinib
D0980,Maraviroc,D0897,Lasmiditan
D0980,Maraviroc,D0898,Ledipasvir
D0980,Maraviroc,D0899,Lefamulin
D0980,Maraviroc,D0906,Letermovir
D0980,Maraviroc,D0911,Levamlodipine
D0980,Maraviroc,D0944,Lomitapide
D0980,Maraviroc,D0946,Lonafarnib
D0980,Maraviroc,D0953,Lorlatinib
D0980,Maraviroc,D0958,Lumacaftor
D0980,Maraviroc,D1062,Midostaurin
D0980,Maraviroc,D1073,Mipomersen
D0980,Maraviroc,D1114,Nebivolol
D0980,Maraviroc,D1124,Neratinib
D0980,Maraviroc,D1136,Nilotinib
D0980,Maraviroc,D1211,Ozanimod
D0980,Maraviroc,D1214,Palbociclib
D0980,Maraviroc,D1239,Peginterferon beta-1a
D0980,Maraviroc,D1258,Pexidartinib
D0980,Maraviroc,D1313,Ponatinib
D0980,Maraviroc,D1398,Ribociclib
D0980,Maraviroc,D1423,Rolapitant
D0980,Maraviroc,D1432,Rucaparib
D0980,Maraviroc,D1437,Safinamide
D0980,Maraviroc,D1445,Sarecycline
D0980,Maraviroc,D1457,Selexipag
D0980,Maraviroc,D1459,Selpercatinib
D0980,Maraviroc,D1524,Suvorexant
D0980,Maraviroc,D1538,Tazemetostat
D0980,Maraviroc,D1541,Telaprevir
D0980,Maraviroc,D1546,Telotristat ethyl
D0980,Maraviroc,D1556,Teriflunomide
D0980,Maraviroc,D1579,Ticagrelor
D0980,Maraviroc,D1608,Tolvaptan
D0980,Maraviroc,D1615,Trabectedin
D0980,Maraviroc,D1653,Troleandomycin
D0980,Maraviroc,D1660,Tucatinib
D0980,Maraviroc,D1664,Ulipristal
D0980,Maraviroc,D1686,Velpatasvir
D0980,Maraviroc,D1687,Vemurafenib
D0980,Maraviroc,D1709,Voxelotor
D0981,Mazindol,D0029,Albiglutide
D0981,Mazindol,D0035,Alfentanil
D0981,Mazindol,D0042,Alogliptin
D0981,Mazindol,D0054,Amifampridine
D0981,Mazindol,D0103,Arformoterol
D0981,Mazindol,D0165,Benzphetamine
D0981,Mazindol,D0220,Bupropion
D0981,Mazindol,D0245,Canagliflozin
D0981,Mazindol,D0325,Chlorpropamide
D0981,Mazindol,D0361,Clomipramine
D0981,Mazindol,D0377,Cocaine (nasal)
D0981,Mazindol,D0378,Cocaine (topical)
D0981,Mazindol,D0418,Dapagliflozin
D0981,Mazindol,D0446,Desipramine
D0981,Mazindol,D0451,Desvenlafaxine
D0981,Mazindol,D0467,Dextropropoxyphene
D0981,Mazindol,D0486,Diethylpropion
D0981,Mazindol,D0510,Dobutamine
D0981,Mazindol,D0517,Dopamine
D0981,Mazindol,D0525,Doxepin
D0981,Mazindol,D0526,Doxepin (topical)
D0981,Mazindol,D0538,Droxidopa
D0981,Mazindol,D0565,Empagliflozin
D0981,Mazindol,D0579,Ephedrine
D0981,Mazindol,D0581,Epinephrine
D0981,Mazindol,D0600,Esketamine
D0981,Mazindol,D0617,Ethanol
D0981,Mazindol,D0646,Fentanyl
D0981,Mazindol,D0691,Formoterol
D0981,Mazindol,D0722,Ginkgo biloba
D0981,Mazindol,D0728,Glipizide
D0981,Mazindol,D0730,Glyburide
D0981,Mazindol,D0797,Indacaterol
D0981,Mazindol,D0808,Insulin aspart (aspart)
D0981,Mazindol,D0809,Insulin degludec
D0981,Mazindol,D0810,Insulin detemir
D0981,Mazindol,D0812,Insulin glulisine
D0981,Mazindol,D0829,Iobenguane (I-131)
D0981,Mazindol,D0833,Iohexol
D0981,Mazindol,D0834,Iopamidol
D0981,Mazindol,D0853,Isocarboxazid
D0981,Mazindol,D0857,Isometheptene
D0981,Mazindol,D0859,Isoprenaline
D0981,Mazindol,D0920,Levomilnacipran
D0981,Mazindol,D0921,Levonordefrin
D0981,Mazindol,D0924,Levosalbutamol
D0981,Mazindol,D0930,Linagliptin
D0981,Mazindol,D0933,Linezolid
D0981,Mazindol,D0936,Liraglutide
D0981,Mazindol,D0941,Lixisenatide
D0981,Mazindol,D0952,Lorcaserin
D0981,Mazindol,D1010,Mesoridazine
D0981,Mazindol,D1012,Metamfetamine
D0981,Mazindol,D1036,Methylene blue
D0981,Mazindol,D1066,Milnacipran
D0981,Mazindol,D1112,Nateglinide
D0981,Mazindol,D1171,Olodaterol
D0981,Mazindol,D1185,Orciprenaline
D0981,Mazindol,D1229,Paroxetine
D0981,Mazindol,D1247,Pentazocine
D0981,Mazindol,D1257,Perphenazine
D0981,Mazindol,D1262,Phendimetrazine
D0981,Mazindol,D1263,Phenelzine
D0981,Mazindol,D1287,Picosulfuric acid
D0981,Mazindol,D1294,Pioglitazone
D0981,Mazindol,D1298,Pirbuterol
D0981,Mazindol,D1308,Polyethylene glycol (3350 with electrolytes)
D0981,Mazindol,D1326,Pramlintide
D0981,Mazindol,D1345,Procarbazine
D0981,Mazindol,D1352,Promethazine
D0981,Mazindol,D1363,Pseudoephedrine
D0981,Mazindol,D1385,Rasagiline
D0981,Mazindol,D1390,Remifentanil
D0981,Mazindol,D1392,Repaglinide
D0981,Mazindol,D1437,Safinamide
D0981,Mazindol,D1438,Salbutamol
D0981,Mazindol,D1440,Salmeterol
D0981,Mazindol,D1449,Saxagliptin
D0981,Mazindol,D1455,Selegiline
D0981,Mazindol,D1461,Sertraline
D0981,Mazindol,D1464,Sibutramine
D0981,Mazindol,D1477,Sitagliptin
D0981,Mazindol,D1488,Sodium sulfate
D0981,Mazindol,D1492,Solriamfetol
D0981,Mazindol,D1512,Sufentanil
D0981,Mazindol,D1535,Tapentadol
D0981,Mazindol,D1554,Terbutaline
D0981,Mazindol,D1574,Thioridazine
D0981,Mazindol,D1577,"Thyroid, porcine"
D0981,Mazindol,D1601,Tolazamide
D0981,Mazindol,D1603,Tolbutamide
D0981,Mazindol,D1620,Tranylcypromine
D0981,Mazindol,D1637,Trifluoperazine
D0981,Mazindol,D1647,Trimipramine
D0981,Mazindol,D1695,Vilanterol
D0981,Mazindol,D1696,Vilazodone
D0981,Mazindol,D1708,Vortioxetine
D0981,Mazindol,D1821,Iobenguane (I-123)
D0982,Mebendazole,D1822,Iodide I-123
D0983,Mecamylamine,D0037,Alimemazine
D0983,Mecamylamine,D0055,Amifostine
D0983,Mecamylamine,D0067,Amisulpride
D0983,Mecamylamine,D0097,Apomorphine
D0983,Mecamylamine,D0098,Apraclonidine
D0983,Mecamylamine,D0105,Aripiprazole
D0983,Mecamylamine,D0112,Asenapine
D0983,Mecamylamine,D0202,Brexpiprazole
D0983,Mecamylamine,D0245,Canagliflozin
D0983,Mecamylamine,D0262,Cariprazine
D0983,Mecamylamine,D0418,Dapagliflozin
D0983,Mecamylamine,D0565,Empagliflozin
D0983,Mecamylamine,D0586,Epoprostenol
D0983,Mecamylamine,D0644,Fenoldopam
D0983,Mecamylamine,D0711,Garlic
D0983,Mecamylamine,D0791,Iloperidone
D0983,Mecamylamine,D0792,Iloprost
D0983,Mecamylamine,D0853,Isocarboxazid
D0983,Mecamylamine,D0879,Ketamine
D0983,Mecamylamine,D0886,Lactic acid
D0983,Mecamylamine,D0926,Licorice
D0983,Mecamylamine,D0942,Lofexidine
D0983,Mecamylamine,D0959,Lumateperone
D0983,Mecamylamine,D0961,Lurasidone
D0983,Mecamylamine,D0980,Maraviroc
D0983,Mecamylamine,D1010,Mesoridazine
D0983,Mecamylamine,D1019,Methdilazine
D0983,Mecamylamine,D1026,Methotrimeprazine
D0983,Mecamylamine,D1084,Molindone
D0983,Mecamylamine,D1117,Nefazodone
D0983,Mecamylamine,D1148,Nitrous acid
D0983,Mecamylamine,D1211,Ozanimod
D0983,Mecamylamine,D1215,Paliperidone
D0983,Mecamylamine,D1251,Pentoxifylline
D0983,Mecamylamine,D1257,Perphenazine
D0983,Mecamylamine,D1263,Phenelzine
D0983,Mecamylamine,D1319,Potassium citrate
D0983,Mecamylamine,D1345,Procarbazine
D0983,Mecamylamine,D1352,Promethazine
D0983,Mecamylamine,D1355,Propiomazine
D0983,Mecamylamine,D1368,Quetiapine
D0983,Mecamylamine,D1385,Rasagiline
D0983,Mecamylamine,D1408,Riociguat
D0983,Mecamylamine,D1413,Risperidone
D0983,Mecamylamine,D1437,Safinamide
D0983,Mecamylamine,D1455,Selegiline
D0983,Mecamylamine,D1457,Selexipag
